"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"JFL","2021-12-06","609","640","588","635","2.25","28651"
"JFL","2021-12-05","657","657","620","621","-5.48","18635"
"JFL","2021-12-02","692","692","653","657","-4.16","24912"
"JFL","2021-12-01","679.3","689","670","685.5","2.93","19871"
"JFL","2021-11-30","686.4","690","663","666","-1.04","23811"
"JFL","2021-11-29","657.7","694","657.7","673","0.28","18153"
"JFL","2021-11-28","695","698","670","671.1","-5.35","38224"
"JFL","2021-11-25","708","723","695","709","2.01","20093"
"JFL","2021-11-24","690","714","673.3","695","-0.71","28736"
"JFL","2021-11-23","709","716.9","671.3","700","-1.13","63289"
"JFL","2021-11-22","730","730","707.7","708","-1.94","23678"
"JFL","2021-11-21","730","743.9","716","722","0.28","24335"
"JFL","2021-11-18","730.1","757","716","720","-3.36","70336"
"JFL","2021-11-17","775","775","745","745","-2.00","82022"
"JFL","2021-11-16","745","803.9","731","760.2","2.33","181021"
"JFL","2021-11-15","723","749.7","716.2","742.9","4.63","117518"
"JFL","2021-11-14","682","715","677","710","2.90","48149"
"JFL","2021-11-11","698","730","682","690","-3.12","85396"
"JFL","2021-11-09","732","736","686","712.2","-1.36","124684"
"JFL","2021-11-08","687.4","730","687","722","7.12","83850"
"JFL","2021-11-03","673.2","687","673","674","2.12","40488"
"JFL","2021-11-02","639","671","629","660","3.13","33453"
"JFL","2021-11-01","660","678","637","640","-3.03","26481"
"JFL","2021-10-31","640","670","630.1","660","3.11","35025"
"JFL","2021-10-28","655","655","628","640.1","-0.76","21742"
"JFL","2021-10-27","639","670","604","645","1.26","45028"
"JFL","2021-10-26","617","638","617","637","4.94","47813"
"JFL","2021-10-25","555","610","555","607","7.43","43873"
"JFL","2021-10-24","549.9","580","549.9","565","2.54","16566"
"JFL","2021-10-21","572","581","551","551","-3.33","8718"
"JFL","2021-10-20","550.8","573","550.8","570","5.56","22969"
"JFL","2021-10-19","570","570","528","540","-5.25","24277"
"JFL","2021-10-18","582.2","582.2","562","569.9","-4.06","12188"
"JFL","2021-10-17","596.6","596.7","576","594","1.54","7970"
"JFL","2021-10-11","568","585","558","585","0.95","22877"
"JFL","2021-10-10","591","626","568","579.5","-0.09","48741"
"JFL","2021-10-06","546","587.9","543.1","580","8.21","30383"
"JFL","2021-10-05","514.1","550","508","536","6.33","31368"
"JFL","2021-10-04","533","533","493.2","504.1","-3.61","26397"
"JFL","2021-10-03","546.1","550","506","523","-4.23","25278"
"JFL","2021-09-30","584","585","541","546.1","-4.69","23282"
"JFL","2021-09-29","535","583","509.2","573","8.11","36554"
"JFL","2021-09-28","570","582","527","530","-8.78","45036"
"JFL","2021-09-27","610","620","580","581","-6.59","46457"
"JFL","2021-09-26","655","666","621","622","-6.33","52467"
"JFL","2021-09-23","657.4","685","650","664","2.95","45348"
"JFL","2021-09-22","605.8","650","605.8","645","8.59","48483"
"JFL","2021-09-21","602","648","567","594","-3.26","55938"
"JFL","2021-09-20","685","685","606.2","614","-8.83","66096"
"JFL","2021-09-16","699","699","660","673.5","-5.54","64415"
"JFL","2021-09-15","744.5","744.5","708","713","-2.33","21542"
"JFL","2021-09-14","760","760","728","730","-2.54","18240"
"JFL","2021-09-13","750","773","735","749","1.22","136813"
"JFL","2021-09-12","722","750","710","740","4.45","66497"
"JFL","2021-09-09","710","724","705","708.5","-0.49","53071"
"JFL","2021-09-08","720.3","734.7","693.5","712","-3.13","45540"
"JFL","2021-09-07","769.3","769.3","715","735","-2.56","52326"
"JFL","2021-09-06","686","754.3","646","754.3","9.99","99550"
"JFL","2021-09-05","747","755","685.8","685.8","-10.00","108716"
"JFL","2021-09-02","780","806.8","757","762","-2.31","149211"
"JFL","2021-09-01","807","815","771","780","-2.74","64672"
"JFL","2021-08-31","811.9","836","782","802","0.75","191415"
"JFL","2021-08-29","758.8","818.4","745","796","6.99","416301"
"JFL","2021-08-26","697","766","697","744","6.74","150883"
"JFL","2021-08-25","756","756","685","697","-6.06","151589"
"JFL","2021-08-24","742","785","700","742","0.00","163558"
"JFL","2021-08-19","727.2","769","726","742","4.07","186235"
"JFL","2021-08-18","685","730","685","713","6.10","176563"
"JFL","2021-08-17","666.1","680","664","672","2.89","64301"
"JFL","2021-08-16","663","676","635","653.1","0.48","69516"
"JFL","2021-08-15","665.5","721","628","650","-4.27","170719"
"JFL","2021-08-12","667","695","653.7","679","1.80","90992"
"JFL","2021-08-11","709.9","723","660.6","667","-4.17","114082"
"JFL","2021-08-10","670","720","668","696","5.78","195913"
"JFL","2021-08-09","673.2","680","645","658","-0.30","88966"
"JFL","2021-08-08","655.5","682","647","660","2.01","163491"
"JFL","2021-08-05","615","665","615","647","5.89","217198"
"JFL","2021-08-04","600","622","585","611","2.48","146609"
"JFL","2021-08-03","596","605","594","596.2","0.03","34499"
"JFL","2021-08-02","595","624","587","596","2.05","106226"
"JFL","2021-08-01","606","607","577.3","584","-2.83","122821"
